Column1;Column2;Column3;Column4;Column5;Column6
UTCP-0525;E13 Tour Programs;Tour pricing;Tour pricing implementation;Implement functionality for tour pricing in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0526;E14 Charter Management;Charter seasons;Charter seasons implementation;Implement functionality for charter seasons in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0527;E14 Charter Management;Flights;Flights implementation;Implement functionality for flights in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0528;E14 Charter Management;Seats;Seats implementation;Implement functionality for seats in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0529;E14 Charter Management;Load factor;Load factor implementation;Implement functionality for load factor in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0530;E14 Charter Management;Charter pricing;Charter pricing implementation;Implement functionality for charter pricing in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0531;E15 B2B Distribution;Agency login;Agency login implementation;Implement functionality for agency login in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0532;E15 B2B Distribution;Agency pricing;Agency pricing implementation;Implement functionality for agency pricing in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0533;E15 B2B Distribution;Statements;Statements implementation;Implement functionality for statements in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0534;E15 B2B Distribution;Support;Support implementation;Implement functionality for support in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0535;E15 B2B Distribution;API access;API access implementation;Implement functionality for api access in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0536;E16 Communication;Shared inbox;Shared inbox implementation;Implement functionality for shared inbox in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0537;E16 Communication;Threads;Threads implementation;Implement functionality for threads in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0538;E16 Communication;Templates;Templates implementation;Implement functionality for templates in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0539;E16 Communication;Attachments;Attachments implementation;Implement functionality for attachments in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0540;E16 Communication;Link to booking;Link to booking implementation;Implement functionality for link to booking in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0541;E17 Marketing;Campaigns;Campaigns implementation;Implement functionality for campaigns in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0542;E17 Marketing;Audiences;Audiences implementation;Implement functionality for audiences in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0543;E17 Marketing;Automations;Automations implementation;Implement functionality for automations in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0544;E17 Marketing;Templates;Templates implementation;Implement functionality for templates in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0545;E17 Marketing;Analytics;Analytics implementation;Implement functionality for analytics in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0546;E18 AI Assistant;Ask AI;Ask AI implementation;Implement functionality for ask ai in module E18 AI Assistant.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0547;E18 AI Assistant;Suggestions;Suggestions implementation;Implement functionality for suggestions in module E18 AI Assistant.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0548;E18 AI Assistant;Execution;Execution implementation;Implement functionality for execution in module E18 AI Assistant.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0549;E18 AI Assistant;Token limits;Token limits implementation;Implement functionality for token limits in module E18 AI Assistant.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0550;E18 AI Assistant;AI logs;AI logs implementation;Implement functionality for ai logs in module E18 AI Assistant.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0551;E19 CMS Website;Pages;Pages implementation;Implement functionality for pages in module E19 CMS Website.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0552;E19 CMS Website;SEO metadata;SEO metadata implementation;Implement functionality for seo metadata in module E19 CMS Website.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0553;E19 CMS Website;Redirects;Redirects implementation;Implement functionality for redirects in module E19 CMS Website.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0554;E19 CMS Website;Content blocks;Content blocks implementation;Implement functionality for content blocks in module E19 CMS Website.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0555;E19 CMS Website;Publishing;Publishing implementation;Implement functionality for publishing in module E19 CMS Website.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0556;E20 Regulatory & Fiscal;SEF invoices;SEF invoices implementation;Implement functionality for sef invoices in module E20 Regulatory & Fiscal.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0557;E20 Regulatory & Fiscal;CIS reporting;CIS reporting implementation;Implement functionality for cis reporting in module E20 Regulatory & Fiscal.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0558;E20 Regulatory & Fiscal;Fiscal receipts;Fiscal receipts implementation;Implement functionality for fiscal receipts in module E20 Regulatory & Fiscal.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0559;E20 Regulatory & Fiscal;Sync jobs;Sync jobs implementation;Implement functionality for sync jobs in module E20 Regulatory & Fiscal.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
